编号,ID,姓,性别,投资金额,投资日期,投资时间,
23574,yo***li,由,女士,104.17,2015-04-23,18:49,
23574,qq***30,吴,女士,50000.00,2015-04-23,18:49,
23574,bo***de,周,先生,200.00,2015-04-23,18:50,
23574,fi***ze,虞,先生,100.00,2015-04-23,18:50,
23574,13***68,乔,先生,100.00,2015-04-23,18:50,
23574,gm***89,郭,女士,500.00,2015-04-23,18:50,
23574,ji***ng,张,女士,100.00,2015-04-23,18:50,
23574,yz***bz,黄,女士,300.00,2015-04-23,18:50,
23574,zi***yi,朱,女士,500.00,2015-04-23,18:51,
23574,we***87,李,女士,100.00,2015-04-23,18:51,
23574,Xa***09,谢,先生,200.00,2015-04-23,18:51,
23574,ja***ue,薛,女士,100.00,2015-04-23,18:51,
23574,lu***en,芦,先生,317.84,2015-04-23,18:51,
23574,fi***ze,虞,先生,100.00,2015-04-23,18:52,
23574,so***45,张,女士,513.05,2015-04-23,18:52,
23574,ni***ng,牛,先生,100.00,2015-04-23,18:53,
23574,fe***05,封,女士,100.00,2015-04-23,18:53,
23574,13***28,范,女士,100.00,2015-04-23,18:53,
23574,13***04,应,先生,103.89,2015-04-23,18:53,
23574,sh***22,王,女士,10198.03,2015-04-23,18:53,
23574,am***11,张,女士,1000.00,2015-04-23,18:54,
23574,Lu***un,谢,女士,100.00,2015-04-23,18:54,
23574,mo***89,莫,女士,500.00,2015-04-23,18:54,
23574,gu***ie,李,先生,100.00,2015-04-23,18:54,
23574,fe***05,封,女士,100.00,2015-04-23,18:54,
23574,an***xu,许,女士,100.00,2015-04-23,18:54,
23574,sh***ex,赵,先生,100.00,2015-04-23,18:54,
23574,ba***ng,白,女士,104.29,2015-04-23,18:54,
23574,fe***05,封,女士,100.00,2015-04-23,18:55,
23574,Ly***22,孙,女士,100000.00,2015-04-23,18:55,
23574,zh***li,周,女士,100.00,2015-04-23,18:55,
23574,an***xu,许,女士,100.00,2015-04-23,18:55,
23574,ca***un,曹,先生,426000.00,2015-04-23,18:55,
23574,zz***08,张,先生,110.00,2015-04-23,18:55,
23574,fe***05,封,女士,100.00,2015-04-23,18:55,
23574,li***66,潘,女士,600.00,2015-04-23,18:55,
23574,74***qq,凌,先生,100.00,2015-04-23,18:55,
23574,an***xu,许,女士,100.00,2015-04-23,18:56,
23574,zh***nk,詹,先生,200.00,2015-04-23,18:56,
23574,pa***79,陈,女士,502.15,2015-04-23,18:56,
23574,fe***05,封,女士,100.00,2015-04-23,18:56,
23574,74***qq,凌,先生,100.00,2015-04-23,18:56,
23574,ps***wo,潘,先生,600.00,2015-04-23,18:56,
23574,15***50,何,先生,1491.15,2015-04-23,18:57,
23574,fe***05,封,女士,100.00,2015-04-23,18:57,
23574,fe***05,封,女士,100.00,2015-04-23,18:57,
23574,13***01,李,女士,10000.00,2015-04-23,18:57,
23574,fe***05,封,女士,100.00,2015-04-23,18:58,
23574,sh***kx,孔,女士,103.00,2015-04-23,18:58,
23574,fe***05,封,女士,100.00,2015-04-23,18:58,
23574,ni***ue,周,女士,100.00,2015-04-23,18:59,
23574,sq***59,孙,女士,100.00,2015-04-23,18:59,
23574,fe***05,封,女士,100.00,2015-04-23,18:59,
23574,18***92,李,女士,500.00,2015-04-23,19:00,
23574,ys***95,殷,女士,100.00,2015-04-23,19:00,
23574,ys***95,殷,女士,100.00,2015-04-23,19:00,
23574,xi***13,邢,先生,100.00,2015-04-23,19:00,
23574,ys***95,殷,女士,100.00,2015-04-23,19:01,
23574,di***88,丁,先生,100.00,2015-04-23,19:01,
23574,ys***95,殷,女士,100.00,2015-04-23,19:01,
23574,xi***17,田,女士,503.00,2015-04-23,19:01,
23574,ys***95,殷,女士,100.00,2015-04-23,19:02,
23574,li***ng,李,女士,1000.00,2015-04-23,19:02,
23574,an***xu,许,女士,100.00,2015-04-23,19:02,
23574,yw***66,贾,女士,100.00,2015-04-23,19:02,
23574,yu***09,孙,女士,500.00,2015-04-23,19:02,
23574,ys***95,殷,女士,100.00,2015-04-23,19:02,
23574,fu***13,付,女士,100.00,2015-04-23,19:02,
23574,ys***95,殷,女士,100.00,2015-04-23,19:02,
23574,je***mu,穆,女士,100.00,2015-04-23,19:02,
23574,ys***95,殷,女士,100.00,2015-04-23,19:02,
23574,ys***95,殷,女士,100.00,2015-04-23,19:03,
23574,xu***69,徐,女士,500.00,2015-04-23,19:03,
23574,16***zp,郑,先生,103.79,2015-04-23,19:03,
23574,ji***08,金,先生,100.00,2015-04-23,19:04,
23574,fe***05,封,女士,100.00,2015-04-23,19:04,
23574,ha***44,朱,女士,103.63,2015-04-23,19:04,
23574,jo***23,李,女士,500.00,2015-04-23,19:04,
23574,ji***08,金,先生,100.00,2015-04-23,19:05,
23574,fe***05,封,女士,100.00,2015-04-23,19:05,
23574,sy***29,沈,女士,127.58,2015-04-23,19:05,
23574,bl***ed,王,先生,100.00,2015-04-23,19:05,
23574,ji***08,金,先生,100.00,2015-04-23,19:05,
23574,ma***dg,谭,先生,100.00,2015-04-23,19:05,
23574,ji***08,金,先生,100.00,2015-04-23,19:05,
23574,ji***08,金,先生,100.00,2015-04-23,19:06,
23574,ji***08,金,先生,100.00,2015-04-23,19:06,
23574,ch***21,陈,先生,100.35,2015-04-23,19:07,
23574,Lw***23,李,先生,5003.54,2015-04-23,19:07,
23574,ji***08,金,先生,100.00,2015-04-23,19:07,
23574,dl***by,钟,先生,30000.00,2015-04-23,19:07,
23574,ji***08,金,先生,100.00,2015-04-23,19:08,
23574,ji***08,金,先生,100.00,2015-04-23,19:08,
23574,ji***08,金,先生,100.00,2015-04-23,19:09,
23574,ji***08,金,先生,100.00,2015-04-23,19:09,
23574,mo***ei,杨,女士,100.00,2015-04-23,19:09,
23574,mh***02,任,先生,10000.00,2015-04-23,19:09,
23574,ji***08,金,先生,100.00,2015-04-23,19:10,
23574,mo***ei,杨,女士,100.00,2015-04-23,19:10,
23574,ji***08,金,先生,100.00,2015-04-23,19:10,
23574,mo***ei,杨,女士,100.00,2015-04-23,19:10,
23574,xy***90,谢,女士,100.00,2015-04-23,19:10,
23574,ji***08,金,先生,100.00,2015-04-23,19:10,
23574,ma***16,王,女士,100.00,2015-04-23,19:11,
23574,fe***uo,叶,女士,2000.00,2015-04-23,19:11,
23574,ji***08,金,先生,100.00,2015-04-23,19:11,
23574,hk***27,黄,先生,4266.08,2015-04-23,19:11,
23574,ca***an,宋,女士,100.00,2015-04-23,19:11,
23574,ji***08,金,先生,100.00,2015-04-23,19:12,
23574,ji***08,金,先生,100.00,2015-04-23,19:12,
23574,ji***08,金,先生,100.00,2015-04-23,19:13,
23574,si***81,司,女士,500.00,2015-04-23,19:13,
23574,li***ng,许,女士,300.00,2015-04-23,19:13,
23574,ji***08,金,先生,100.00,2015-04-23,19:13,
23574,ji***12,蒋,女士,100.00,2015-04-23,19:13,
23574,si***81,司,女士,500.00,2015-04-23,19:14,
23574,li***de,林,先生,201.49,2015-04-23,19:14,
23574,ji***08,金,先生,100.00,2015-04-23,19:14,
23574,ji***08,金,先生,100.00,2015-04-23,19:14,
23574,zq***39,张,先生,103.87,2015-04-23,19:14,
23574,zi***h8,郑,先生,118.58,2015-04-23,19:15,
23574,jh***11,蒋,女士,500.00,2015-04-23,19:16,
23574,so***69,宋,女士,202227.10,2015-04-23,19:16,
23574,QB***06,祁,女士,107.43,2015-04-23,19:16,
23574,jh***11,蒋,女士,500.00,2015-04-23,19:16,
23574,jh***11,蒋,女士,500.00,2015-04-23,19:17,
23574,ji***12,蒋,女士,100.00,2015-04-23,19:17,
23574,jh***11,蒋,女士,500.00,2015-04-23,19:17,
23574,bj***lz,毕,先生,2283.48,2015-04-23,19:17,
23574,wy***35,吴,先生,552.51,2015-04-23,19:17,
23574,jh***11,蒋,女士,500.00,2015-04-23,19:18,
23574,zh***in,赵,女士,5000.00,2015-04-23,19:18,
23574,jh***11,蒋,女士,500.00,2015-04-23,19:18,
23574,lt***06,刘,先生,111.41,2015-04-23,19:18,
23574,jm***qy,鞠,女士,100.00,2015-04-23,19:18,
23574,jh***11,蒋,女士,500.00,2015-04-23,19:18,
23574,wm***24,温,先生,100.00,2015-04-23,19:19,
23574,LM***4N,高,先生,100.00,2015-04-23,19:19,
23574,jh***11,蒋,女士,500.00,2015-04-23,19:19,
23574,gx***24,高,女士,100.00,2015-04-23,19:19,
23574,ha***15,王,女士,100.00,2015-04-23,19:19,
23574,da***cy,郭,女士,300.00,2015-04-23,19:19,
23574,sh***un,王,女士,1528.51,2015-04-23,19:19,
23574,jm***qy,鞠,女士,100.00,2015-04-23,19:20,
23574,zh***in,赵,女士,5000.00,2015-04-23,19:20,
23574,ji***91,蒋,女士,616.73,2015-04-23,19:20,
23574,jm***qy,鞠,女士,100.00,2015-04-23,19:20,
23574,jh***11,蒋,女士,537.76,2015-04-23,19:20,
23574,nu***in,翟,女士,100.00,2015-04-23,19:21,
23574,ha***15,王,女士,100.00,2015-04-23,19:22,
23574,di***er,丁,女士,100.00,2015-04-23,19:22,
23574,ca***uo,罗,女士,112.45,2015-04-23,19:22,
23574,cs***10,陈,先生,29000.00,2015-04-23,19:23,
23574,15***65,战,女士,100.00,2015-04-23,19:23,
23574,wa***88,王,女士,100.00,2015-04-23,19:24,
23574,ZY***FS,王,先生,100.00,2015-04-23,19:24,
23574,yw***66,贾,女士,100.00,2015-04-23,19:24,
23574,Cb***10,罗,先生,201.00,2015-04-23,19:24,
23574,ti***n0,王,女士,274.61,2015-04-23,19:24,
23574,NE***32,蒋,女士,148.00,2015-04-23,19:26,
23574,de***07,沈,女士,100.00,2015-04-23,19:26,
23574,cy***31,陈,女士,30017.05,2015-04-23,19:26,
23574,Ly***80,李,女士,1000.00,2015-04-23,19:26,
23574,ji***12,蒋,女士,100.00,2015-04-23,19:27,
23574,he***ia,邓,女士,200.00,2015-04-23,19:27,
23574,xi***99,邵,女士,101.00,2015-04-23,19:27,
23574,xi***99,邵,女士,101.00,2015-04-23,19:28,
23574,Am***oi,蔡,女士,104.81,2015-04-23,19:28,
23574,Lu***23,陈,女士,100.00,2015-04-23,19:28,
23574,w1***yy,王,女士,100.00,2015-04-23,19:28,
23574,wa***an,王,女士,100.00,2015-04-23,19:29,
23574,zx***23,张,先生,100.00,2015-04-23,19:29,
23574,dz***en,文,先生,1000.00,2015-04-23,19:29,
23574,xi***99,邵,女士,100.00,2015-04-23,19:29,
23574,18***02,代,先生,100.00,2015-04-23,19:29,
23574,w1***yy,王,女士,100.00,2015-04-23,19:29,
23574,li***ng,李,先生,300.00,2015-04-23,19:30,
23574,pa***ng,潘,先生,204.88,2015-04-23,19:30,
23574,xi***ge,葛,女士,127.00,2015-04-23,19:30,
23574,JC***67,蔡,先生,100.00,2015-04-23,19:30,
23574,xi***99,邵,女士,101.00,2015-04-23,19:31,
23574,Xi***uo,姚,女士,100.00,2015-04-23,19:31,
23574,ap***lj,刘,女士,2000.00,2015-04-23,19:31,
23574,10***93,应,女士,809.25,2015-04-23,19:32,
23574,an***18,阎,女士,100.00,2015-04-23,19:32,
23574,xi***99,邵,女士,130.00,2015-04-23,19:33,
23574,ti***ng,李,女士,100.42,2015-04-23,19:33,
23574,qc***24,沈,女士,200.00,2015-04-23,19:34,
23574,fi***ze,虞,先生,100.00,2015-04-23,19:34,
23574,ji***12,蒋,女士,100.00,2015-04-23,19:34,
23574,wa***30,王,女士,500.00,2015-04-23,19:35,
23574,73***90,杨,女士,100.00,2015-04-23,19:35,
23574,ye***34,朱,先生,671.04,2015-04-23,19:35,
23574,be***hu,尹,女士,1408.87,2015-04-23,19:36,
23574,ji***12,蒋,女士,100.00,2015-04-23,19:36,
23574,ji***ng,张,女士,100.00,2015-04-23,19:36,
23574,ji***12,蒋,女士,100.00,2015-04-23,19:37,
23574,su***li,孙,先生,100.00,2015-04-23,19:37,
23574,pt***lh,吴,先生,100.00,2015-04-23,19:37,
23574,yo***an,潘,女士,129.99,2015-04-23,19:38,
23574,ma***gx,马,女士,100.00,2015-04-23,19:38,
23574,ch***13,毕,女士,3000.00,2015-04-23,19:39,
23574,JX***08,蒋,女士,100.00,2015-04-23,19:39,
23574,PE***SQ,彭,先生,100.00,2015-04-23,19:39,
23574,ma***xm,杨,女士,100.00,2015-04-23,19:39,
23574,li***00,刘,女士,108.80,2015-04-23,19:40,
23574,el***ng,曾,女士,250.00,2015-04-23,19:40,
23574,Ta***00,唐,先生,1000.00,2015-04-23,19:41,
