编号,ID,姓,性别,投资金额,投资日期,投资时间,
22314,he***ry,王,先生,100.00,2015-04-14,22:01,
22314,qu***yo,何,女士,3001.40,2015-04-14,22:02,
22314,zh***ui,张,女士,200.00,2015-04-14,22:02,
22314,zh***ui,张,女士,200.00,2015-04-14,22:02,
22314,al***xt,张,先生,100.00,2015-04-14,22:02,
22314,yu***18,于,先生,100.00,2015-04-14,22:02,
22314,al***xt,张,先生,100.00,2015-04-14,22:02,
22314,zh***ui,张,女士,200.00,2015-04-14,22:02,
22314,gu***zz,赵,先生,100.00,2015-04-14,22:02,
22314,ti***yr,金,女士,100.00,2015-04-14,22:02,
22314,al***xt,张,先生,100.00,2015-04-14,22:02,
22314,al***xt,张,先生,100.00,2015-04-14,22:02,
22314,mi***ke,金,女士,100.00,2015-04-14,22:02,
22314,zh***ui,张,女士,200.00,2015-04-14,22:02,
22314,al***xt,张,先生,100.00,2015-04-14,22:02,
22314,al***xt,张,先生,100.00,2015-04-14,22:02,
22314,ya***un,杨,先生,100.00,2015-04-14,22:02,
22314,wh***04,王,女士,2003.00,2015-04-14,22:02,
22314,sj***28,史,女士,1000.00,2015-04-14,22:02,
22314,ti***yr,金,女士,100.00,2015-04-14,22:03,
22314,al***xt,张,先生,100.00,2015-04-14,22:03,
22314,ja***an,钱,女士,1003.00,2015-04-14,22:03,
22314,ya***un,杨,先生,100.00,2015-04-14,22:03,
22314,da***ng,单,女士,100.00,2015-04-14,22:03,
22314,al***xt,张,先生,100.00,2015-04-14,22:03,
22314,ji***44,金,女士,300.00,2015-04-14,22:03,
22314,ti***yr,金,女士,100.00,2015-04-14,22:03,
22314,al***xt,张,先生,100.00,2015-04-14,22:03,
22314,18***32,胡,女士,103.04,2015-04-14,22:03,
22314,al***xt,张,先生,100.00,2015-04-14,22:03,
22314,hw***on,黄,先生,100.00,2015-04-14,22:03,
22314,qi***13,曹,女士,1699.21,2015-04-14,22:03,
22314,al***xt,张,先生,100.00,2015-04-14,22:03,
22314,ma***lq,马,女士,1000.00,2015-04-14,22:03,
22314,pa***ng,潘,女士,300.00,2015-04-14,22:03,
22314,ya***un,杨,先生,100.00,2015-04-14,22:03,
22314,al***xt,张,先生,100.00,2015-04-14,22:03,
22314,13***26,张,女士,100.00,2015-04-14,22:03,
22314,al***xt,张,先生,100.00,2015-04-14,22:03,
22314,ff***06,范,女士,200.00,2015-04-14,22:03,
22314,sj***28,史,女士,1000.00,2015-04-14,22:03,
22314,ti***yr,金,女士,100.00,2015-04-14,22:03,
22314,al***xt,张,先生,100.00,2015-04-14,22:03,
22314,al***xt,张,先生,100.00,2015-04-14,22:04,
22314,al***xt,张,先生,100.00,2015-04-14,22:04,
22314,ye***ia,方,女士,100.00,2015-04-14,22:04,
22314,du***06,陶,女士,500.00,2015-04-14,22:04,
22314,al***xt,张,先生,100.00,2015-04-14,22:04,
22314,ya***un,杨,先生,100.00,2015-04-14,22:04,
22314,al***xt,张,先生,100.00,2015-04-14,22:04,
22314,ti***yr,金,女士,100.00,2015-04-14,22:04,
22314,al***xt,张,先生,100.00,2015-04-14,22:04,
22314,ye***ia,方,女士,100.00,2015-04-14,22:04,
22314,al***xt,张,先生,100.00,2015-04-14,22:04,
22314,xi***69,肖,女士,100.00,2015-04-14,22:04,
22314,ho***sx,多,先生,5005.10,2015-04-14,22:04,
22314,du***06,陶,女士,500.00,2015-04-14,22:04,
22314,ya***un,杨,先生,100.00,2015-04-14,22:04,
22314,al***xt,张,先生,100.00,2015-04-14,22:04,
22314,ma***lq,马,女士,1000.00,2015-04-14,22:04,
22314,al***xt,张,先生,100.00,2015-04-14,22:04,
22314,ye***ia,方,女士,100.00,2015-04-14,22:04,
22314,ti***yr,金,女士,100.00,2015-04-14,22:04,
22314,xi***69,肖,女士,100.00,2015-04-14,22:04,
22314,al***xt,张,先生,100.00,2015-04-14,22:04,
22314,du***06,陶,女士,500.00,2015-04-14,22:05,
22314,La***wu,伍,先生,100.00,2015-04-14,22:05,
22314,ma***lq,马,女士,1000.00,2015-04-14,22:05,
22314,ch***an,楚,先生,5100.75,2015-04-14,22:05,
22314,ye***ia,方,女士,100.00,2015-04-14,22:05,
22314,xi***69,肖,女士,100.00,2015-04-14,22:05,
22314,bj***56,白,先生,100.00,2015-04-14,22:05,
22314,ya***un,杨,先生,100.00,2015-04-14,22:05,
22314,al***xt,张,先生,100.00,2015-04-14,22:05,
22314,sj***28,史,女士,1000.00,2015-04-14,22:05,
22314,gu***g9,周,女士,100.00,2015-04-14,22:05,
22314,ff***06,范,女士,200.00,2015-04-14,22:05,
22314,xi***69,肖,女士,100.00,2015-04-14,22:05,
22314,yh***25,殷,女士,300.00,2015-04-14,22:05,
22314,ya***23,蒋,女士,100.00,2015-04-14,22:05,
22314,al***xt,张,先生,100.00,2015-04-14,22:05,
22314,xi***69,肖,女士,100.00,2015-04-14,22:05,
22314,al***xt,张,先生,100.00,2015-04-14,22:05,
22314,ma***lq,马,女士,1000.00,2015-04-14,22:05,
22314,xl***90,许,女士,100.57,2015-04-14,22:05,
22314,ye***ia,方,女士,100.00,2015-04-14,22:05,
22314,pa***ng,潘,女士,200.00,2015-04-14,22:05,
22314,ya***un,杨,先生,100.00,2015-04-14,22:05,
22314,al***xt,张,先生,100.00,2015-04-14,22:05,
22314,ja***16,王,先生,1053.45,2015-04-14,22:05,
22314,xi***69,肖,女士,100.00,2015-04-14,22:05,
22314,du***06,陶,女士,500.00,2015-04-14,22:05,
22314,He***an,何,女士,100.00,2015-04-14,22:05,
22314,li***te,雷,先生,100.00,2015-04-14,22:06,
22314,xi***69,肖,女士,100.00,2015-04-14,22:06,
22314,ye***ia,方,女士,100.00,2015-04-14,22:06,
22314,nb***58,戴,先生,100.00,2015-04-14,22:06,
22314,al***xt,张,先生,100.00,2015-04-14,22:06,
22314,xi***69,肖,女士,100.00,2015-04-14,22:06,
22314,jo***15,滕,女士,100.00,2015-04-14,22:06,
22314,He***an,何,女士,100.00,2015-04-14,22:06,
22314,al***xt,张,先生,100.00,2015-04-14,22:06,
22314,al***xt,张,先生,100.00,2015-04-14,22:06,
22314,xl***90,许,女士,100.71,2015-04-14,22:06,
22314,xi***69,肖,女士,100.00,2015-04-14,22:06,
22314,al***xt,张,先生,100.00,2015-04-14,22:06,
22314,jo***15,滕,女士,100.00,2015-04-14,22:06,
22314,al***xt,张,先生,100.00,2015-04-14,22:06,
22314,He***an,何,女士,100.00,2015-04-14,22:06,
22314,18***82,马,先生,40001.01,2015-04-14,22:06,
22314,al***xt,张,先生,100.00,2015-04-14,22:06,
22314,xi***69,肖,女士,100.00,2015-04-14,22:06,
22314,al***xt,张,先生,100.00,2015-04-14,22:06,
22314,al***xt,张,先生,100.00,2015-04-14,22:06,
22314,jo***15,滕,女士,100.00,2015-04-14,22:06,
22314,gu***04,郭,先生,1000.00,2015-04-14,22:06,
22314,He***an,何,女士,100.00,2015-04-14,22:06,
22314,al***xt,张,先生,100.00,2015-04-14,22:06,
22314,je***14,闫,女士,1000.00,2015-04-14,22:06,
22314,xi***69,肖,女士,100.00,2015-04-14,22:06,
22314,al***xt,张,先生,100.00,2015-04-14,22:06,
22314,jo***15,滕,女士,100.00,2015-04-14,22:07,
22314,xl***90,许,女士,100.43,2015-04-14,22:07,
