编号,ID,姓,性别,投资金额,投资日期,投资时间,
22382,ch***ng,程,先生,100.00,2015-04-14,21:27,
22382,yo***11,吴,先生,100.66,2015-04-14,21:28,
22382,ch***ng,程,先生,100.00,2015-04-14,21:28,
22382,sx***tw,布,先生,250.00,2015-04-14,21:28,
22382,li***41,林,女士,19168.49,2015-04-14,21:28,
22382,ch***ng,程,先生,100.00,2015-04-14,21:28,
22382,yo***11,吴,先生,101.07,2015-04-14,21:28,
22382,yo***11,吴,先生,100.85,2015-04-14,21:29,
22382,li***59,李,女士,100.00,2015-04-14,21:30,
22382,b***,李,先生,105.15,2015-04-14,21:30,
22382,yo***11,吴,先生,100.80,2015-04-14,21:30,
22382,yo***11,吴,先生,100.73,2015-04-14,21:32,
22382,li***59,李,女士,100.00,2015-04-14,21:32,
22382,li***59,李,女士,100.00,2015-04-14,21:33,
22382,yo***11,吴,先生,101.35,2015-04-14,21:33,
22382,yo***11,吴,先生,100.51,2015-04-14,21:33,
22382,li***59,李,女士,100.00,2015-04-14,21:33,
22382,li***59,李,女士,100.00,2015-04-14,21:34,
22382,li***yi,魏,女士,250.00,2015-04-14,21:34,
22382,yo***11,吴,先生,100.80,2015-04-14,21:35,
22382,li***59,李,女士,100.00,2015-04-14,21:35,
22382,li***59,李,女士,100.00,2015-04-14,21:35,
22382,ay***ng,韩,女士,100.00,2015-04-14,21:35,
22382,li***59,李,女士,100.00,2015-04-14,21:36,
22382,lu***ee,郑,先生,250.00,2015-04-14,21:36,
22382,ay***ng,韩,女士,100.00,2015-04-14,21:36,
22382,lu***ee,郑,先生,250.00,2015-04-14,21:36,
22382,ay***ng,韩,女士,100.00,2015-04-14,21:36,
22382,yo***11,吴,先生,100.99,2015-04-14,21:37,
22382,ay***ng,韩,女士,100.00,2015-04-14,21:37,
22382,ay***ng,韩,女士,100.00,2015-04-14,21:37,
22382,ay***ng,韩,女士,100.00,2015-04-14,21:37,
22382,yo***11,吴,先生,100.68,2015-04-14,21:37,
22382,we***ng,李,女士,250.00,2015-04-14,21:37,
22382,ko***dy,孔,先生,100.00,2015-04-14,21:38,
22382,li***59,李,女士,100.00,2015-04-14,21:38,
22382,yo***11,吴,先生,100.70,2015-04-14,21:38,
22382,10***yh,奚,女士,4031.02,2015-04-14,21:38,
22382,yo***11,吴,先生,100.59,2015-04-14,21:39,
22382,wh***hj,王,先生,110.00,2015-04-14,21:39,
22382,yo***11,吴,先生,100.46,2015-04-14,21:39,
22382,lu***ee,郑,先生,250.00,2015-04-14,21:40,
22382,li***59,李,女士,100.00,2015-04-14,21:40,
22382,yo***11,吴,先生,100.51,2015-04-14,21:40,
22382,yo***11,吴,先生,100.40,2015-04-14,21:41,
22382,wr***ht,王,先生,1000.00,2015-04-14,21:42,
22382,wa***00,王,先生,100.00,2015-04-14,21:42,
22382,wr***ht,王,先生,1000.00,2015-04-14,21:42,
22382,wa***91,王,女士,100.00,2015-04-14,21:42,
22382,wr***ht,王,先生,1000.00,2015-04-14,21:42,
22382,f***,曹,女士,888.00,2015-04-14,21:42,
22382,13***70,王,先生,100.00,2015-04-14,21:42,
22382,wr***ht,王,先生,1000.00,2015-04-14,21:43,
22382,wr***ht,王,先生,1000.00,2015-04-14,21:43,
22382,yo***11,吴,先生,100.87,2015-04-14,21:43,
