编号,ID,姓,性别,投资金额,投资日期,投资时间,
23634,xu***an,许,女士,100.10,2015-04-23,19:45,
23634,yu***ji,余,女士,170598.72,2015-04-23,19:45,
23634,da***25,梁,女士,500.00,2015-04-23,19:46,
23634,wl***04,王,先生,200.00,2015-04-23,19:46,
23634,de***90,邓,先生,104.61,2015-04-23,19:46,
23634,xl***90,许,女士,250.01,2015-04-23,19:46,
23634,ni***23,宁,女士,1000.00,2015-04-23,19:46,
23634,ho***01,刘,先生,500.00,2015-04-23,19:46,
23634,ca***07,曹,先生,100.00,2015-04-23,19:46,
23634,zq***08,张,先生,500.00,2015-04-23,19:46,
23634,si***ng,桑,女士,500.00,2015-04-23,19:46,
23634,ya***bo,鄢,先生,100.00,2015-04-23,19:46,
23634,li***ao,柳,先生,103.17,2015-04-23,19:46,
23634,ap***66,李,女士,105.50,2015-04-23,19:46,
23634,lq***88,刘,女士,101.79,2015-04-23,19:46,
23634,ta***19,唐,女士,100.00,2015-04-23,19:46,
23634,13***77,周,女士,100.00,2015-04-23,19:46,
23634,wa***07,宁,女士,29019.60,2015-04-23,19:46,
23634,gx***xj,廖,女士,100.00,2015-04-23,19:46,
23634,so***yy,荣,女士,100.00,2015-04-23,19:46,
23634,65***13,彭,女士,500.00,2015-04-23,19:46,
23634,86***23,顾,女士,100.00,2015-04-23,19:46,
23634,wh***an,魏,女士,600.00,2015-04-23,19:46,
23634,fp***17,付,女士,10022.43,2015-04-23,19:46,
23634,me***hi,肖,先生,100.00,2015-04-23,19:46,
23634,ho***01,刘,先生,500.00,2015-04-23,19:46,
23634,hu***ng,胡,女士,100.00,2015-04-23,19:46,
23634,sh***20,姚,女士,100.00,2015-04-23,19:46,
23634,to***ig,沈,先生,100.00,2015-04-23,19:46,
23634,Zh***78,张,女士,100.00,2015-04-23,19:46,
23634,bi***78,吴,先生,103.00,2015-04-23,19:46,
23634,xi***yu,刘,女士,100.00,2015-04-23,19:46,
23634,ji***10,韩,先生,100.00,2015-04-23,19:46,
23634,el***79,乐,女士,500.00,2015-04-23,19:46,
23634,zh***na,张,女士,100.00,2015-04-23,19:46,
23634,te***en,滕,女士,500.00,2015-04-23,19:46,
23634,xy***en,夏,先生,500.00,2015-04-23,19:46,
23634,er***04,李,先生,100.00,2015-04-23,19:46,
23634,by***bd,白,先生,100.00,2015-04-23,19:46,
23634,15***bc,于,先生,100.00,2015-04-23,19:46,
23634,wh***an,魏,女士,600.00,2015-04-23,19:46,
23634,15***66,常,先生,103.15,2015-04-23,19:46,
23634,li***12,李,女士,100.41,2015-04-23,19:46,
23634,gu***zi,郭,女士,100.00,2015-04-23,19:46,
23634,a1***39,秦,女士,100.00,2015-04-23,19:46,
23634,fl***14,李,女士,105.52,2015-04-23,19:46,
23634,jo***yi,周,先生,300.00,2015-04-23,19:46,
23634,co***26,赖,女士,100.00,2015-04-23,19:46,
23634,yy***28,杨,先生,29800.00,2015-04-23,19:46,
23634,wh***an,魏,女士,600.00,2015-04-23,19:46,
23634,fi***70,李,女士,500.00,2015-04-23,19:46,
23634,xs***qy,路,先生,500.00,2015-04-23,19:46,
23634,ya***am,杨,女士,103.61,2015-04-23,19:47,
23634,wu***ng,吴,先生,103.00,2015-04-23,19:47,
23634,ho***01,刘,先生,500.00,2015-04-23,19:47,
23634,wa***01,王,女士,500.00,2015-04-23,19:47,
23634,li***bj,李,女士,100.00,2015-04-23,19:47,
23634,hu***28,程,先生,181.04,2015-04-23,19:47,
23634,ye***49,潘,先生,1000.00,2015-04-23,19:47,
23634,wh***an,魏,女士,600.00,2015-04-23,19:47,
23634,xs***qy,路,先生,500.00,2015-04-23,19:47,
23634,qi***15,王,女士,100.00,2015-04-23,19:47,
23634,xy***29,许,女士,400.00,2015-04-23,19:47,
23634,jo***01,崔,女士,1000.00,2015-04-23,19:47,
23634,R***,莫,先生,100.00,2015-04-23,19:47,
23634,xf***69,谢,先生,100.00,2015-04-23,19:47,
23634,fi***70,李,女士,500.00,2015-04-23,19:47,
23634,li***28,李,女士,500.00,2015-04-23,19:47,
23634,si***ao,姚,女士,114.66,2015-04-23,19:47,
23634,zy***88,张,先生,105.16,2015-04-23,19:47,
23634,wa***16,王,先生,100.00,2015-04-23,19:47,
23634,cz***22,陈,女士,100.00,2015-04-23,19:47,
23634,wa***01,王,女士,1000.00,2015-04-23,19:47,
23634,15***43,李,女士,100.00,2015-04-23,19:47,
23634,ho***01,刘,先生,500.00,2015-04-23,19:47,
23634,ba***21,张,女士,103.00,2015-04-23,19:47,
23634,cz***88,刘,女士,100.00,2015-04-23,19:47,
23634,ck***15,王,先生,6000.00,2015-04-23,19:47,
23634,fi***70,李,女士,500.00,2015-04-23,19:47,
23634,ry***pt,张,先生,100.00,2015-04-23,19:47,
23634,lv***ge,寇,先生,508.84,2015-04-23,19:47,
23634,bx***88,白,女士,500.00,2015-04-23,19:47,
23634,wa***01,王,女士,1000.00,2015-04-23,19:47,
23634,li***al,刘,女士,500.00,2015-04-23,19:47,
23634,mn***cl,令,先生,100.00,2015-04-23,19:47,
23634,ZH***XY,王,先生,100.00,2015-04-23,19:47,
23634,wh***an,魏,女士,600.00,2015-04-23,19:47,
23634,hl***lf,韩,先生,100.00,2015-04-23,19:47,
23634,fi***70,李,女士,500.00,2015-04-23,19:47,
23634,ho***01,刘,先生,500.00,2015-04-23,19:47,
23634,tl***26,李,先生,100.00,2015-04-23,19:47,
23634,zh***cn,张,先生,116.17,2015-04-23,19:47,
23634,as***el,高,先生,100.00,2015-04-23,19:47,
23634,wh***an,魏,女士,600.00,2015-04-23,19:47,
23634,xz***sy,肖,先生,100.05,2015-04-23,19:47,
23634,19***03,姚,先生,203.28,2015-04-23,19:47,
23634,ca***ng,蔡,女士,103.00,2015-04-23,19:47,
23634,jj***28,孙,女士,300.00,2015-04-23,19:47,
23634,fe***26,黄,女士,100.00,2015-04-23,19:47,
23634,zi***ao,许,女士,300.00,2015-04-23,19:47,
23634,A5***78,曹,女士,100.65,2015-04-23,19:47,
23634,li***ng,严,女士,200.00,2015-04-23,19:47,
23634,13***82,郑,女士,500.00,2015-04-23,19:47,
23634,xm***13,熊,先生,100.00,2015-04-23,19:47,
23634,dg***me,董,先生,107.40,2015-04-23,19:47,
23634,wa***01,王,女士,650.00,2015-04-23,19:47,
23634,13***81,张,女士,103.00,2015-04-23,19:47,
